user_name,First_Pick_Started,minutes_picking,Last_Pick_Completed,Items_Per_Hour,Textbox9,Lines_Per_Hour2,Textbox4,Hours_Picking,Total_Lines,Total_Items,Pct_Lines,Textbox25,Textbox27,Textbox10,Textbox34,Textbox29,Textbox30,Textbox31,Textbox32,Textbox33
ben,10:12 PM,149,3:19 AM,234.8,113.9,71.3,34.6,2.48,177,583,11,2221,1779.7,1037.6,462.7,264.8,37.01,1608,6186,100
davidm,10:11 PM,246,5:18 AM,224.6,129.3,62.0,35.7,4.10,254,921,16,2221,1779.7,1037.6,462.7,264.8,37.01,1608,6186,100
gregory,10:13 PM,283,5:09 AM,177.5,120.6,39.0,26.5,4.72,184,837,11,2221,1779.7,1037.6,462.7,264.8,37.01,1608,6186,100
justin,5:47 PM,370,1:32 AM,119.4,95.0,39.7,31.6,6.17,245,736,15,2221,1779.7,1037.6,462.7,264.8,37.01,1608,6186,100
kane,8:10 AM,142,1:14 PM,207.9,97.0,47.3,22.1,2.37,112,492,7,2221,1779.7,1037.6,462.7,264.8,37.01,1608,6186,100
lachlyn,8:42 AM,144,3:22 PM,162.5,58.4,42.1,15.1,2.40,101,390,6,2221,1779.7,1037.6,462.7,264.8,37.01,1608,6186,100
levi,1:14 AM,38,3:01 AM,47.4,16.8,15.8,5.6,0.63,10,30,1,2221,1779.7,1037.6,462.7,264.8,37.01,1608,6186,100
logan,1:22 AM,257,5:39 AM,39.2,39.1,2.6,2.6,4.28,11,168,1,2221,1779.7,1037.6,462.7,264.8,37.01,1608,6186,100
nateh,1:14 PM,107,3:17 PM,131.8,115.2,29.2,25.5,1.78,52,235,3,2221,1779.7,1037.6,462.7,264.8,37.01,1608,6186,100
steve,8:18 PM,213,2:52 AM,179.4,97.2,54.4,29.4,3.55,193,637,12,2221,1779.7,1037.6,462.7,264.8,37.01,1608,6186,100
Troy,8:10 AM,272,3:38 PM,255.2,155.1,59.3,36.1,4.53,269,1157,17,2221,1779.7,1037.6,462.7,264.8,37.01,1608,6186,100

