user_name,Avg Items/Hr,Avg Lines/Hr,Avg Hours Picking
davidm,84.82000000000001,29.6,4.164
gregory,91.44,33.46,5.598000000000001
levi,78.92,29.419999999999998,3.372
spiro,117.93333333333334,29.633333333333336,1.96
steve,104.6,31.825000000000003,4.2125
tim,112.5,33.95,2.975
