user_name,Avg Items/Hr,Avg Lines/Hr,Avg Hours Picking
ben,119.9,36.6,2.32
davidm,98.22,29.78,3.6759999999999997
gregory,112.0,30.24,5.343999999999999
levi,92.14,22.080000000000002,3.7620000000000005
spiro,143.575,33.475,2.4025
steve,121.44000000000001,28.9,4.62
tim,54.833333333333336,19.599999999999998,2.58
