user_name,Avg Items/Hr,Avg Lines/Hr,Avg Hours Picking
ben,88.9,31.549999999999997,3.005
davidm,107.725,32.425,4.1975
gregory,95.60000000000001,32.93333333333333,6.45
levi,84.825,20.5,3.6525
spiro,119.7,27.133333333333336,3.6999999999999997
steve,142.79999999999998,33.13333333333333,4.993333333333333
tim,79.75,23.0,4.465
