user_name,Avg Items/Hr,Avg Lines/Hr,Avg Hours Picking
ben,130.63333333333333,43.13333333333333,4.203333333333333
davidm,96.06666666666666,35.13333333333333,3.4633333333333334
gregory,104.52000000000001,34.06,5.718
levi,124.58333333333333,35.583333333333336,5.205
steve,138.4,40.1,4.72
tim,85.1,28.85,5.2524999999999995
